Number,Date,Month,Site,SiteMonth,Treatment,Flower,Flower_status,Method,Sex,Genus,Species,GenusSpecies,Family 
1020,6/18/2020,June,C25,June-C25,Control,,,Blue vane,M,Anthophora,occidentalis,Anthophora occidentalis,Apidae
1021,6/18/2020,June,C25,June-C25,Control,,,Blue vane,F,Megachile,melanophaea,Megachile melanophaea,Megachilidae
1022,6/18/2020,June,C25,June-C25,Control,,,Blue vane,F,Megachile,melanophaea,Megachile melanophaea,Megachilidae
1023,6/18/2020,June,C25,June-C25,Control,,,Blue vane,M,Halictus,rubicundus,Halictus rubicundus,Halictidae
1024,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1025,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,F,Osmia,bucephala,Osmia bucephala,Megachilidae
1026,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,F,Anthophora,montana,Anthophora montana,Apidae
1027,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,F,Anthophora,terminalis,Anthophora terminalis,Apidae
1028,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,F,Osmia,paradisica,Osmia paradisica,Megachilidae
1029,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,F,Osmia,paradisica,Osmia paradisica,Megachilidae
1030,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,F,Osmia,paradisica,Osmia paradisica,Megachilidae
1031,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1032,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,M,Hoplitis,robusta,Hoplitis robusta,Megachilidae
1033,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,M,Osmia,grindeliae,Osmia grindeliae,Megachilidae
1034,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,M,Osmia,(Melanosmia) sp. B,Osmia (Melanosmia) sp. B,Megachilidae
1035,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1036,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,M,Hoplitis,albifrons,Hoplitis albifrons,Megachilidae
1037,6/4/2020,June,T3,June-T3,Thinned,,,Blue vane,M,Osmia,grindeliae,Osmia grindeliae,Megachilidae
1038,6/4/2020,June,C19,June-C19,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1039,6/4/2020,June,C19,June-C19,Control,,,Blue vane,F,Bombus,huntii,Bombus huntii,Apidae
1040,6/4/2020,June,C19,June-C19,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1041,6/4/2020,June,C19,June-C19,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1042,6/4/2020,June,C19,June-C19,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1043,6/4/2020,June,C19,June-C19,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1044,6/4/2020,June,C19,June-C19,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1045,6/4/2020,June,C19,June-C19,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1046,6/4/2020,June,C19,June-C19,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1047,6/4/2020,June,C19,June-C19,Control,,,Blue vane,F,Melissodes,tristis,Melissodes tristis,Apidae
1048,6/4/2020,June,T1,June-T1,Thinned,,,Blue vane,F,Osmia,bucephala,Osmia bucephala,Megachilidae
1049,6/4/2020,June,T1,June-T1,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1050,6/4/2020,June,T1,June-T1,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1051,6/4/2020,June,T1,June-T1,Thinned,,,Blue vane,F,Megachile,melanophaea,Megachile melanophaea,Megachilidae
1052,6/4/2020,June,T1,June-T1,Thinned,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1053,6/4/2020,June,T4,June-T4,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1054,6/4/2020,June,T4,June-T4,Thinned,,,Blue vane,M,Osmia,atrocyanea,Osmia atrocyanea,Megachilidae
1055,6/4/2020,June,T4,June-T4,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1056,6/4/2020,June,T4,June-T4,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1057,7/23/2020,July,C27,July-C27,Control,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1058,7/23/2020,July,C27,July-C27,Control,,,Blue vane,F,Svastra,obliqua,Svastra obliqua,Apidae
1059,7/23/2020,July,C27,July-C27,Control,,,Blue vane,F,Anthophora,terminalis,Anthophora terminalis,Apidae
1060,7/23/2020,July,C27,July-C27,Control,,,Blue vane,F,Megachile,centuncularis,Megachile centuncularis,Megachilidae
1061,7/23/2020,July,C27,July-C27,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1062,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1063,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1064,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1065,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1066,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1067,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1068,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1069,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1070,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1071,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1072,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Osmia,bucephala,Osmia bucephala,Megachilidae
1073,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Osmia,bucephala,Osmia bucephala,Megachilidae
1074,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Osmia,paradisica,Osmia paradisica,Megachilidae
1075,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1076,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Osmia,paradisica,Osmia paradisica,Megachilidae
1077,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,M,Osmia,atrocyanea,Osmia atrocyanea,Megachilidae
1078,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1079,6/4/2020,June,T2,June-T2,Thinned,,,Blue vane,F,Osmia,bruneri,Osmia bruneri,Megachilidae
1080,6/4/2020,June,C16,June-C16,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1081,6/4/2020,June,C16,June-C16,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1082,6/4/2020,June,C16,June-C16,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1083,6/4/2020,June,C16,June-C16,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1084,6/4/2020,June,C16,June-C16,Control,,,Blue vane,F,Bombus,occidentalis,Bombus occidentalis,Apidae
1085,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1086,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1087,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1088,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1089,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1090,6/4/2020,June,C16,June-C16,Control,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1091,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1092,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1093,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1094,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1095,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1096,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1097,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1098,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1099,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1100,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Osmia,bucephala,Osmia bucephala,Megachilidae
1101,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Osmia,bucephala,Osmia bucephala,Megachilidae
1102,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Osmia,bucephala,Osmia bucephala,Megachilidae
1103,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Osmia,bucephala,Osmia bucephala,Megachilidae
1104,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Osmia,bucephala,Osmia bucephala,Megachilidae
1105,6/4/2020,June,C17,June-C17,Control,,,Blue vane,F,Osmia,bucephala,Osmia bucephala,Megachilidae
1106,6/4/2020,June,T6,June-T6,Thinned,,,Blue vane,M,Megachile,melanophaea,Megachile melanophaea,Megachilidae
1107,6/4/2020,June,T6,June-T6,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1108,6/4/2020,June,T6,June-T6,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1109,6/4/2020,June,T6,June-T6,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1110,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,M,Megachile,melanophaea,Megachile melanophaea,Megachilidae
1111,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1112,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1113,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,M,Hoplitis,fulgida,Hoplitis fulgida,Megachilidae
1114,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1115,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1116,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1117,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1118,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1119,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1120,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1121,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1122,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1123,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1124,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1125,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1126,6/5/2020,June,T7,June-T7,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1127,7/22/2020,July,C23,July-C23,Control,,,Blue vane,F,Halictus,tripartitus,Halictus tripartitus,Halictidae
1128,7/22/2020,July,C23,July-C23,Control,,,Blue vane,F,Anthophora,walshii,Anthophora walshii,Apidae
1129,7/22/2020,July,C23,July-C23,Control,,,Blue vane,F,Svastra,obliqua,Svastra obliqua,Apidae
1130,7/22/2020,July,C23,July-C23,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1131,7/22/2020,July,C23,July-C23,Control,,,Blue vane,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1132,7/22/2020,July,C23,July-C23,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1133,7/22/2020,July,C23,July-C23,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1134,7/23/2020,July,C26,July-C26,Control,,,Blue vane,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1135,7/22/2020,July,T13,July-T13,Thinned,,,Blue vane,F,Halictus,tripartitus,Halictus tripartitus,Halictidae
1136,7/22/2020,July,T13,July-T13,Thinned,,,Blue vane,F,Halictus,tripartitus,Halictus tripartitus,Halictidae
1137,7/22/2020,July,T13,July-T13,Thinned,,,Blue vane,F,Halictus,tripartitus,Halictus tripartitus,Halictidae
1138,7/22/2020,July,T13,July-T13,Thinned,,,Blue vane,F,Halictus,tripartitus,Halictus tripartitus,Halictidae
1139,7/22/2020,July,T13,July-T13,Thinned,,,Blue vane,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1140,7/22/2020,July,T13,July-T13,Thinned,,,Blue vane,F,Halictus,tripartitus,Halictus tripartitus,Halictidae
1141,7/23/2020,July,C29,July-C29,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1142,7/23/2020,July,C29,July-C29,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1143,8/12/2020,August,T13,August-T13,Thinned,,,Blue vane,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1144,8/12/2020,August,T13,August-T13,Thinned,,,Blue vane,F,Anthophora,montana,Anthophora montana,Apidae
1145,8/12/2020,August,T13,August-T13,Thinned,,,Blue vane,F,Bombus,huntii,Bombus huntii,Apidae
1146,8/12/2020,August,T13,August-T13,Thinned,,,Blue vane,F,Anthophora,montana,Anthophora montana,Apidae
1147,7/16/2020,July,T5,July-T5,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1148,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,nevadensis,Bombus nevadensis,Apidae
1149,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1150,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1151,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1152,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1153,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1154,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1155,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1156,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1157,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1158,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1159,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1160,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1161,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1162,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1163,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1164,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1165,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1166,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1167,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1168,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1169,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1170,6/5/2020,June,T5,June-T5,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1171,7/23/2020,July,C28,July-C28,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1172,7/23/2020,July,C28,July-C28,Control,,,Blue vane,F,Bombus,nevadensis,Bombus nevadensis,Apidae
1173,7/23/2020,July,C28,July-C28,Control,,,Blue vane,F,Hoplitis,producta,Hoplitis producta,Megachilidae
1174,7/23/2020,July,C28,July-C28,Control,,,Blue vane,F,Hoplitis,producta,Hoplitis producta,Megachilidae
1175,7/23/2020,July,C28,July-C28,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1176,7/23/2020,July,C28,July-C28,Control,,,Blue vane,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1177,7/22/2020,July,T15,July-T15,Thinned,,,Blue vane,M,Bombus,huntii,Bombus huntii,Apidae
1178,7/22/2020,July,T15,July-T15,Thinned,,,Blue vane,F,Bombus,huntii,Bombus huntii,Apidae
1179,7/22/2020,July,T15,July-T15,Thinned,,,Blue vane,M,Bombus,bifarius,Bombus bifarius,Apidae
1180,7/22/2020,July,T15,July-T15,Thinned,,,Blue vane,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1181,7/22/2020,July,T15,July-T15,Thinned,,,Blue vane,F,Ashmeadiella,cactorum,Ashmeadiella cactorum,Megachilidae
1182,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,insularis,Bombus insularis,Apidae
1183,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1184,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1185,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1186,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1187,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1188,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1189,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1190,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1191,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1192,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1193,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1194,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1195,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,melanopygus,Bombus melanopygus,Apidae
1196,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1197,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1198,6/5/2020,June,C20,June-C20,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1199,6/17/2020,June,T11,June-T11,Thinned,,,Blue vane,M,Ceratina,neomexicana,Ceratina neomexicana,Apidae
1200,6/17/2020,June,T11,June-T11,Thinned,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1201,6/17/2020,June,T11,June-T11,Thinned,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1202,7/22/2020,July,C24,July-C24,Control,,,Blue vane,F,Anthophora,walshii,Anthophora walshii,Apidae
1203,7/22/2020,July,C24,July-C24,Control,,,Blue vane,F,Melissodes,communis,Melissodes communis,Apidae
1204,7/22/2020,July,T14,July-T14,Thinned,,,Blue vane,M,Bombus,rufocinctus,Bombus rufocinctus,Apidae
1205,7/22/2020,July,T14,July-T14,Thinned,,,Blue vane,M,Melissodes,communis,Melissodes communis,Apidae
1206,7/22/2020,July,T14,July-T14,Thinned,,,Blue vane,F,Dianthidium,heterulkei fraternum,Dianthidium heterulkei fraternum,Megachilidae
1207,7/22/2020,July,T14,July-T14,Thinned,,,Blue vane,F,Dianthidium,heterulkei fraternum,Dianthidium heterulkei fraternum,Megachilidae
1208,7/22/2020,July,T14,July-T14,Thinned,,,Blue vane,M,Bombus,bifarius,Bombus bifarius,Apidae
1209,7/22/2020,July,T14,July-T14,Thinned,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1210,7/22/2020,July,T10,July-T10,Thinned,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1211,7/22/2020,July,T10,July-T10,Thinned,,,Blue vane,F,Osmia,bruneri,Osmia bruneri,Megachilidae
1212,6/18/2020,June,C29,June-C29,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1213,6/18/2020,June,C29,June-C29,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1214,6/18/2020,June,C29,June-C29,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1215,6/18/2020,June,C29,June-C29,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1216,6/18/2020,June,C29,June-C29,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1217,6/18/2020,June,C29,June-C29,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1218,6/18/2020,June,C29,June-C29,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1219,6/18/2020,June,C29,June-C29,Control,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1220,6/18/2020,June,C29,June-C29,Control,,,Blue vane,F,Anthophora,terminalis,Anthophora terminalis,Apidae
1221,6/18/2020,June,C29,June-C29,Control,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1222,6/18/2020,June,C29,June-C29,Control,,,Blue vane,F,Osmia,juxta,Osmia juxta,Megachilidae
1223,6/18/2020,June,C27,June-C27,Control,,,Blue vane,F,Bombus,rufocinctus,Bombus rufocinctus,Apidae
1224,6/18/2020,June,C27,June-C27,Control,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1225,6/18/2020,June,C27,June-C27,Control,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1226,6/18/2020,June,C27,June-C27,Control,,,Blue vane,F,Bombus,huntii,Bombus huntii,Apidae
1227,6/18/2020,June,C27,June-C27,Control,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1228,7/16/2020,July,C21,July-C21,Control,,,Blue vane,F,Bombus,californicus,Bombus californicus,Apidae
1229,7/16/2020,July,C21,July-C21,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1230,7/16/2020,July,C21,July-C21,Control,,,Blue vane,F,Bombus,appositus,Bombus appositus,Apidae
1231,7/16/2020,July,C21,July-C21,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1232,7/16/2020,July,C21,July-C21,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1233,7/16/2020,July,C21,July-C21,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1234,7/16/2020,July,C21,July-C21,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1235,7/16/2020,July,C21,July-C21,Control,,,Blue vane,F,Colletes,sp. A,Colletes sp. A,Colletidae
1236,7/16/2020,July,C21,July-C21,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1237,7/16/2020,July,C21,July-C21,Control,,,Blue vane,M,Melissodes,communis,Melissodes communis,Apidae
1238,7/16/2020,July,C21,July-C21,Control,,,Blue vane,F,Colletes,sp. B,Colletes sp. B,Colletidae
1239,6/17/2020,June,T8,June-T8,Thinned,,,Blue vane,M,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1240,6/17/2020,June,T8,June-T8,Thinned,,,Blue vane,F,Halictus,tripartitus,Halictus tripartitus,Halictidae
1241,6/17/2020,June,T8,June-T8,Thinned,,,Blue vane,M,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1242,6/17/2020,June,T8,June-T8,Thinned,,,Blue vane,M,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1243,6/17/2020,June,T8,June-T8,Thinned,,,Blue vane,F,Anthophora,montana,Anthophora montana,Apidae
1244,6/17/2020,June,T8,June-T8,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1245,6/17/2020,June,T8,June-T8,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1246,6/17/2020,June,T8,June-T8,Thinned,,,Blue vane,F,Osmia,phaceliae,Osmia phaceliae,Megachilidae
1247,6/17/2020,June,T8,June-T8,Thinned,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1248,6/17/2020,June,T8,June-T8,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
